grad,opstina,kvart,kvadratura,broj_soba,spratnost,stanje,grejanje,cena,lift,podrum,terasa
Beograd,Voždovac opština,Šumice,47.0,2 sobe,5/5 spratova,,Centralno grejanje,125000.0,Da,,
Beograd,Zvezdara opština,Mirijevo,45.0,2.5 soba,Prizemlje/4 sprata,,Etažno grejanje,88920.0,Da,,
Beograd,Zvezdara opština,Mirijevo,69.0,3 sobe,4/4 sprata,,Etažno grejanje,136129.0,Da,,
Beograd,Zvezdara opština,Mirijevo,48.0,2 sobe,2/4 sprata,,Etažno grejanje,94575.0,Da,,
Beograd,Zvezdara opština,Mirijevo,48.0,2 sobe,3/4 sprata,,Etažno grejanje,94575.0,Da,,
Beograd,Zvezdara opština,Mirijevo,48.0,2 sobe,1/4 sprata,,Etažno grejanje,94575.0,Da,,
Beograd,Zvezdara opština,Mirijevo,48.0,2 sobe,Prizemlje/4 sprata,,Etažno grejanje,94575.0,Da,,
Beograd,Zvezdara opština,Mirijevo,84.0,3.5 soba,4/4 sprata,,Etažno grejanje,165652.0,Da,,
Beograd,Zemun opština,Zemun,66.0,2.5 soba,5/6 spratova,,Centralno grejanje,140000.0,Da,,
Beograd,Zvezdara opština,Novo Groblje,110.0,2 sobe,Prizemlje/3 sprata,,Centralno grejanje,239000.0,,,Da
Beograd,Zvezdara opština,Konjarnik,73.0,2.5 soba,14/28 spratova,,Centralno grejanje,182900.0,Da,,
Beograd,Palilula opština,Višnjička Banja,122.0,4 sobe,5/5 spratova,,Centralno grejanje,216000.0,,,Da
Beograd,Zvezdara opština,Đeram,85.0,4 sobe,4/6 spratova,,Centralno grejanje,250000.0,Da,,Da
Beograd,Zemun opština,Zemun,54.0,3 sobe,1/3 sprata,,,155000.0,,,
Beograd,Grocka opština,Kaluđerica,80.0,2.5 soba,2/3 sprata,,Etažno grejanje,87000.0,,,Da
Beograd,Zemun opština,Zemun,90.0,4 sobe,2/2 sprata,,,110000.0,,,
Beograd,Rakovica opština,Vidikovac,97.0,3.5 soba,4/7 spratova,Renovirano,Centralno grejanje,225000.0,Da,,Da
Beograd,Novi Beograd,Blok 23,65.0,2.5 soba,Prizemlje/5 spratova,,Centralno grejanje,139000.0,,,
Beograd,Vračar,Kalenić,38.0,1 soba,15/15 spratova,,Centralno grejanje,137000.0,Da,,
Beograd,Novi Beograd,Blok 28,57.0,2 sobe,2/10 spratova,,Centralno grejanje,144900.0,Da,,
Beograd,Čukarica opština,Čukarica,140.0,5 soba,3/4 sprata,,,399000.0,,,
Beograd,Rakovica opština,Vidikovac,125.0,4 sobe,6/8 spratova,,Centralno grejanje,330000.0,Da,,Da
Beograd,Zvezdara opština,Đeram,119.0,4 sobe,2/5 spratova,,Centralno grejanje,500000.0,,,Da
Beograd,Zemun opština,Zemun,142.0,4 sobe,2/2 sprata,Renovirano,Etažno grejanje,270000.0,,,
Beograd,Stari Grad opština,Dorćol,82.0,3 sobe,Visoko prizemlje/8 spratova,,Centralno grejanje,305000.0,,,Da
Beograd,Novi Beograd,Blok 11,54.0,2.5 soba,4/6 spratova,Renovirano,,156600.0,,,Da
Beograd,Zvezdara opština,Lion,29.0,2.5 soba,2/2 sprata,,Centralno grejanje,89000.0,,,
Beograd,Voždovac opština,Voždovac,86.0,4 sobe,2/2 sprata,,Grejanje na gas,240000.0,,,Da
Beograd,Savski Venac,Zeleni Venac,62.0,2 sobe,2/4 sprata,,,250000.0,,,Da
Beograd,Rakovica opština,Petlovo Brdo,116.0,5 soba,1. sprat,,Grejanje na gas,133000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,62.0,2.5 soba,2/4 sprata,,Etažno grejanje,120000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,52.0,2.5 soba,3/3 sprata,,Etažno grejanje,114000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,118.0,5 soba,2/4 sprata,,Etažno grejanje,207550.0,,,Da
Beograd,Zvezdara opština,Mirijevo,150.0,5 soba,2/2 sprata,,Centralno grejanje,225000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,70.0,2.5 soba,3/3 sprata,,Grejanje na gas,105000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,52.0,1.5 soba,2/4 sprata,,Etažno grejanje,98800.0,Da,,Da
Beograd,Zvezdara opština,Mirijevo,66.0,2 sobe,1/3 sprata,,Etažno grejanje,112000.0,,,Da
Beograd,Voždovac opština,Voždovac,50.0,2 sobe,2/5 spratova,,Centralno grejanje,155000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,63.0,3 sobe,2/2 sprata,,Grejanje na struju,107000.0,,,Da
Beograd,Zemun opština,Zemun,46.0,1.5 soba,2/3 sprata,,Etažno grejanje,95000.0,,,
Beograd,Zvezdara opština,Mirijevo,45.0,2 sobe,6/6 spratova,,,110000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,59.0,2.5 soba,3/3 sprata,,Etažno grejanje,94625.0,,,Da
Beograd,Zvezdara opština,Mirijevo,40.0,1.5 soba,1/3 sprata,,Etažno grejanje,68830.0,,,Da
Beograd,Zvezdara opština,Mirijevo,38.0,1.5 soba,1/3 sprata,,Etažno grejanje,65246.0,,,Da
Beograd,Zvezdara opština,Mirijevo,32.0,1 soba,5/5 spratova,,,70000.0,Da,,Da
Beograd,Palilula opština,Karaburma,118.0,5 soba,4/5 spratova,,Etažno grejanje,170000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,35.0,1 soba,3/3 sprata,,Etažno grejanje,53000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,66.0,3 sobe,2/4 sprata,,Etažno grejanje,113980.0,,,Da
Beograd,Zvezdara opština,Mirijevo,57.0,3 sobe,2/4 sprata,,Etažno grejanje,99900.0,,,Da
Beograd,Zvezdara opština,Mirijevo,50.0,3 sobe,2/4 sprata,,Etažno grejanje,87115.0,,,Da
Beograd,Zvezdara opština,Mirijevo,43.0,2 sobe,3/4 sprata,,Etažno grejanje,75600.0,,,Da
Beograd,Vračar,Južni Bulevar,57.0,2.5 soba,1/6 spratova,,Centralno grejanje,160000.0,Da,,Da
Beograd,Voždovac opština,Autokomanda,183.0,6 soba,3/3 sprata,,Etažno grejanje,524000.0,,,Da
Beograd,Voždovac opština,Autokomanda,87.0,3 sobe,1/3 sprata,,Etažno grejanje,268000.0,,,Da
Beograd,Voždovac opština,Autokomanda,87.0,4 sobe,Prizemlje/3 sprata,,Etažno grejanje,374000.0,,,
Beograd,Zemun opština,Zemun,55.0,2.5 soba,Visoko prizemlje/2 sprata,,Grejanje na struju,78000.0,,,Da
Beograd,Palilula opština,Karaburma,52.0,2.5 soba,7/7 spratova,,Centralno grejanje,124000.0,Da,,
Beograd,Zemun opština,Zemun,45.0,1.5 soba,2/2 sprata,,Etažno grejanje,65000.0,,,
Beograd,Vračar,Kalenić,135.0,4 sobe,6/7 spratova,,Centralno grejanje,540000.0,Da,,Da
Beograd,Voždovac opština,Voždovac,48.0,2 sobe,Prizemlje/4 sprata,,Centralno grejanje,170755.0,,,
Beograd,Voždovac opština,Voždovac,62.0,3 sobe,3/4 sprata,,Centralno grejanje,221619.0,Da,,Da
Beograd,Vračar,Crveni Krst Vračar,92.0,3.5 soba,4/7 spratova,,Centralno grejanje,315254.0,Da,,Da
Beograd,Vračar,Crveni Krst Vračar,81.0,3.5 soba,2/7 spratova,,Centralno grejanje,279449.0,Da,,Da
Beograd,Vračar,Kalenić,113.0,4.5 soba,2/5 spratova,,Centralno grejanje,480000.0,Da,,Da
Beograd,Vračar,Istočni Vračar,85.0,4 sobe,3/4 sprata,,Centralno grejanje,305000.0,,,
Beograd,Zvezdara opština,Konjarnik,77.0,2.5 soba,2/5 spratova,,Podno grejanje,204050.0,,,Da
Beograd,Voždovac opština,Lekino Brdo,112.0,3 sobe,4/4 sprata,,Centralno grejanje,279000.0,,,Da
Beograd,Sopot opština,Sopot,61.0,2 sobe,2/4 sprata,,,122900.0,,,
Beograd,Palilula opština,Karaburma,95.0,4 sobe,Prizemlje/1 sprat,,Etažno grejanje,174900.0,,,
Beograd,Stari Grad opština,Terazije,115.0,3 sobe,4/5 spratova,,Etažno grejanje,470000.0,,,Da
Beograd,Vračar,Južni Bulevar,109.0,4 sobe,4/10 spratova,,,1.0,Da,,Da
Beograd,Čukarica opština,Čukarica,57.0,3 sobe,1/2 sprata,,Etažno grejanje,110000.0,,,Da
Beograd,Mladenovac opština,Mladenovac centar,38.0,2 sobe,3/5 spratova,,Etažno grejanje,54700.0,Da,,
Beograd,Zvezdara opština,Mirijevo,76.0,3.5 soba,Visoko prizemlje/4 sprata,Renovirano,Centralno grejanje,144000.0,Da,,Da
Beograd,Čukarica opština,Čukarica,58.0,2 sobe,Visoko prizemlje/1 sprat,,Grejanje na gas,96000.0,,,Da
Beograd,Stari Grad opština,Dorćol,65.0,3 sobe,Prizemlje/3 sprata,,,105000.0,,,
Beograd,Voždovac opština,Lekino Brdo,76.0,3 sobe,2/4 sprata,,Centralno grejanje,205000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,79.0,3.5 soba,Visoko prizemlje/4 sprata,,Centralno grejanje,139000.0,,,Da
Beograd,Zvezdara opština,Zvezdara,69.0,2.5 soba,Prizemlje/2 sprata,,Etažno grejanje,79350.0,,,
Beograd,Palilula opština,Karaburma,67.0,3 sobe,3/5 spratova,,Centralno grejanje,133000.0,,,Da
Beograd,Stari Grad opština,Kalemegdan,37.0,1.5 soba,3/6 spratova,,,164000.0,Da,,
Beograd,Palilula opština,Karaburma,66.0,2.5 soba,1/4 sprata,,Etažno grejanje,122000.0,,,Da
Beograd,Stari Grad opština,Skupština,114.0,3.5 soba,2/5 spratova,Renovirano,Centralno grejanje,410000.0,Da,,Da
Beograd,Savski Venac,Dedinje,300.0,4 sobe,1/2 sprata,,Etažno grejanje,600000.0,,,
Beograd,Voždovac opština,Medaković,83.0,4 sobe,1/2 sprata,,,109900.0,,,
Beograd,Zemun opština,Zemun,125.0,4 sobe,Prizemlje/2 sprata,,Etažno grejanje,239900.0,,,
Beograd,Novi Beograd,Ledine,67.0,1 soba,Suteren/2 sprata,,Etažno grejanje,67000.0,,,
Beograd,Voždovac opština,Braće Jerković,68.0,2.5 soba,1/5 spratova,,Etažno grejanje,135000.0,,,Da
Beograd,Barajevo opština,Barajevo,53.0,2 sobe,1/2 sprata,,Centralno grejanje,52000.0,,,Da
Beograd,Vračar,Južni Bulevar,44.0,2 sobe,Prizemlje,,Centralno grejanje,83000.0,,,
Beograd,Barajevo opština,Barajevo,53.0,2 sobe,1/2 sprata,Renovirano,Centralno grejanje,52000.0,,,Da
Beograd,Vračar,Kalenić,77.0,3.5 soba,2/4 sprata,,Etažno grejanje,225000.0,,,Da
Beograd,Savski Venac,Palata Pravde,76.0,2.5 soba,1/4 sprata,Renovirano,Etažno grejanje,228000.0,,,
Beograd,Vračar,Neimar,90.0,3 sobe,1/6 spratova,,Centralno grejanje,387000.0,,,Da
Beograd,Voždovac opština,Stepa Stepanović,82.0,3 sobe,Visoko prizemlje/8 spratova,,Centralno grejanje,218000.0,,,Da
Beograd,Voždovac opština,Braće Jerković,72.0,2.5 soba,8/10 spratova,,Centralno grejanje,139000.0,Da,,
Beograd,Voždovac opština,Banjica,81.0,4 sobe,Prizemlje/5 spratova,,Centralno grejanje,187000.0,Da,,
Beograd,Palilula opština,Palilula,94.0,3 sobe,3/6 spratova,,Centralno grejanje,324299.0,,,Da
Beograd,Voždovac opština,Lekino Brdo,82.0,3 sobe,3/3 sprata,,Etažno grejanje,245993.0,,,Da
Beograd,Voždovac opština,Kumodraž,79.0,3.5 soba,1/5 spratova,,Etažno grejanje,138000.0,,,Da
Beograd,Zvezdara opština,Mirijevo,39.0,2 sobe,Suteren/4 sprata,,Centralno grejanje,63000.0,,,
Beograd,Zvezdara opština,Mirijevo,55.0,2 sobe,2. sprat,,Centralno grejanje,89000.0,,,Da
Beograd,Voždovac opština,Braće Jerković,49.0,2 sobe,4/4 sprata,,Grejanje na struju,135000.0,,,Da
Beograd,Zvezdara opština,Konjarnik,56.0,2 sobe,1/5 spratova,,,140000.0,Da,,
Beograd,Zvezdara opština,Mirijevo,50.0,1.5 soba,3/3 sprata,,Centralno grejanje,97200.0,,,Da
Beograd,Zvezdara opština,Kluz,58.0,2.5 soba,8/12 spratova,,Centralno grejanje,145000.0,Da,,Da
Beograd,Zemun opština,Zemun,93.0,4 sobe,1/1 sprat,,,170000.0,,,
Beograd,Čukarica opština,Čukarica,50.0,2 sobe,1/2 sprata,,Etažno grejanje,77000.0,,,Da
Beograd,Savski Venac,Dedinje,65.0,1.5 soba,5/5 spratova,,Centralno grejanje,159000.0,Da,,
Beograd,Zemun opština,Zemun,74.0,2 sobe,Visoko prizemlje/2 sprata,,Etažno grejanje,120000.0,,,Da
Beograd,Rakovica opština,Vidikovac,128.0,4 sobe,Prizemlje/4 sprata,,Etažno grejanje,139000.0,,,Da
Beograd,Vračar,Kalenić,102.0,3.5 soba,3/5 spratova,,Centralno grejanje,410000.0,Da,,
Beograd,Palilula opština,Višnjička Banja,85.0,4 sobe,5/5 spratova,,Etažno grejanje,139900.0,,,Da
Beograd,Stari Grad opština,Beograd centar,92.0,3.5 soba,Visoko prizemlje/2 sprata,,Centralno grejanje,368000.0,,,
Beograd,Zvezdara opština,Zvezdara,69.0,2 sobe,Prizemlje/2 sprata,,,79000.0,,,
Beograd,Novi Beograd,Blok 19a,170.0,4 sobe,Prizemlje/7 spratova,,Centralno grejanje,577500.0,,,Da
Beograd,Novi Beograd,Blok 19a,170.0,4 sobe,1/7 spratova,,Centralno grejanje,577500.0,,,Da
Beograd,Voždovac opština,Autokomanda,136.0,3 sobe,7/7 spratova,,Podno grejanje,450000.0,Da,,Da
Beograd,Vračar,Neimar,85.0,4 sobe,Visoko prizemlje/1 sprat,Renovirano,Grejanje na struju,310000.0,,,Da
Beograd,Čukarica opština,Čukarica,125.0,6.5 soba,4/5 spratova,Renovirano,Centralno grejanje,250000.0,,,Da
Beograd,Novi Beograd,Blok 21,64.0,2.5 soba,3/3 sprata,,Centralno grejanje,240000.0,,,Da
Beograd,Palilula opština,Karaburma,57.0,2.5 soba,5/5 spratova,,,129900.0,,,Da
Beograd,Palilula opština,Karaburma,57.0,2.5 soba,5/5 spratova,Renovirano,,129900.0,,,Da
Beograd,Voždovac opština,Voždovac,68.0,2.5 soba,2/4 sprata,,Centralno grejanje,245000.0,,,Da
Beograd,Vračar,Kalenić,89.0,3.5 soba,1/5 spratova,,Centralno grejanje,320000.0,,,
Beograd,Voždovac opština,Kumodraž,75.0,2.5 soba,2/4 sprata,,Centralno grejanje,175000.0,,,
Beograd,Savski Venac,Zeleni Venac,46.0,1.5 soba,1/2 sprata,,Etažno grejanje,115000.0,,,Da
Beograd,Čukarica opština,Čukarica,31.0,1.5 soba,4/4 sprata,,Grejanje na struju,83800.0,,,Da
Beograd,Novi Beograd,Bežanijski Blokovi,75.0,3 sobe,17/17 spratova,Renovirano,,157000.0,,,Da
Beograd,Stari Grad opština,Dorćol,95.0,3 sobe,Prizemlje/1 sprat,,Etažno grejanje,313100.0,,,
Beograd,Grocka opština,Vinča,66.0,2 sobe,3/3 sprata,,Grejanje na struju,63000.0,,,
Beograd,Čukarica opština,Čukarica,52.0,1.5 soba,Visoko prizemlje/3 sprata,,Grejanje na gas,74900.0,,,
Beograd,Novi Beograd,Blok 30,76.0,3 sobe,11/15 spratova,,Centralno grejanje,219900.0,,,
Beograd,Vračar,Kalenić,115.0,4 sobe,2/5 spratova,,Etažno grejanje,517500.0,Da,,Da
Beograd,Voždovac opština,Šumice,64.0,3 sobe,1/3 sprata,,Podno grejanje,179200.0,,,Da
Beograd,Voždovac opština,Šumice,45.0,2 sobe,1/3 sprata,,Podno grejanje,126000.0,,,Da
Beograd,Voždovac opština,Šumice,36.0,1 soba,Prizemlje/3 sprata,,Podno grejanje,101080.0,,,Da
Beograd,Vračar,Kalenić,103.0,6 soba,Visoko prizemlje,,Grejanje na struju,139000.0,,,
Beograd,Zvezdara opština,Mirijevo,63.0,2.5 soba,2/2 sprata,,Grejanje na struju,107000.0,,,Da
Beograd,Stari Grad opština,Terazije,95.0,3.5 soba,3/7 spratova,,Grejanje na struju,280000.0,Da,,Da
Beograd,Novi Beograd,Ledine,52.0,3 sobe,Nisko prizemlje/3 sprata,,,119761.0,,,
Beograd,Voždovac opština,Medaković,104.0,4 sobe,3/4 sprata,,Etažno grejanje,170000.0,,,Da
Beograd,Voždovac opština,Jajinci,57.0,3 sobe,1/4 sprata,,,110000.0,,,Da
Beograd,Zemun opština,Zemun,110.0,3.5 soba,2/3 sprata,,Grejanje na struju,170000.0,,,Da
Beograd,Rakovica opština,Miljakovac,108.0,4 sobe,Prizemlje,,Grejanje na gas,205000.0,,,Da
Beograd,Rakovica opština,Vidikovac,66.0,2.5 soba,2/13 spratova,,Centralno grejanje,144000.0,,,Da
Beograd,Zemun opština,Zemun,60.0,3 sobe,2/2 sprata,,Grejanje na struju,108000.0,,,Da
Beograd,Obrenovac opština,Obrenovac,65.0,3 sobe,1/5 spratova,,Centralno grejanje,127500.0,,,Da
Beograd,Novi Beograd,Bežanijska kosa,93.0,3.5 soba,1/4 sprata,,Centralno grejanje,250000.0,Da,,Da
Beograd,Voždovac opština,Stepa Stepanović,83.0,3 sobe,2/6 spratova,,Centralno grejanje,255000.0,Da,,Da
Beograd,Savski Venac,Beograd na vodi,55.0,2 sobe,18/23 sprata,,Centralno grejanje,290000.0,,,Da
Beograd,Palilula opština,Višnjica,38.0,1.5 soba,3/4 sprata,,Etažno grejanje,66000.0,,,Da
Beograd,Zvezdara opština,Veliki Mokri Lug,27.0,Garsonjera,1/4 sprata,,Etažno grejanje,67000.0,,,Da
Beograd,Zemun opština,Zemun,69.0,3 sobe,4/6 spratova,,Etažno grejanje,172400.0,,,Da
Beograd,Mladenovac opština,Mladenovac centar,62.0,2.5 soba,5/6 spratova,,Grejanje na struju,80000.0,Da,,
Beograd,Stari Grad opština,Dorćol,52.0,3 sobe,1/2 sprata,,Etažno grejanje,165650.0,,,
Beograd,Čukarica opština,Rušanj,40.0,1.5 soba,2/3 sprata,,Grejanje na struju,52000.0,,,
Beograd,Zvezdara opština,Đeram,48.0,1.5 soba,1/7 spratova,,,158400.0,,,Da
Beograd,Zvezdara opština,Đeram,48.0,1.5 soba,1/7 spratova,,,156980.0,,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,57.0,2.5 soba,5/5 spratova,Renovirano,,122000.0,,,
Beograd,Rakovica opština,Vidikovac,72.0,3.5 soba,4/4 sprata,,Etažno grejanje,110000.0,,,Da
Beograd,Čukarica opština,Čukarica,60.0,3 sobe,2/5 spratova,,Etažno grejanje,180000.0,,,Da
Beograd,Rakovica opština,Miljakovac,51.0,2.5 soba,5/5 spratova,Renovirano,Centralno grejanje,114000.0,,,
Beograd,Čukarica opština,Čukarica,47.0,2.5 soba,5/5 spratova,,Etažno grejanje,95000.0,Da,,Da
Beograd,Zemun opština,Zemun,60.0,2.5 soba,2/2 sprata,,Grejanje na struju,108000.0,,,Da
Beograd,Savski Venac,Beograd na vodi,141.0,3 sobe,8/8 spratova,,Centralno grejanje,602888.0,,,Da
Beograd,Stari Grad opština,Terazije,26.0,Garsonjera,6/8 spratova,,Grejanje na struju,125000.0,Da,,
Beograd,Čukarica opština,Čukarica,61.0,3 sobe,3/3 sprata,,Grejanje na struju,113333.0,,,
Beograd,Čukarica opština,Čukarica,54.0,2 sobe,Visoko prizemlje/6 spratova,,Centralno grejanje,145000.0,Da,,Da
Beograd,Vračar,Crveni Krst Vračar,109.0,3 sobe,1/2 sprata,,Etažno grejanje,380000.0,,,Da
Beograd,Novi Beograd,Ledine,75.0,3.5 soba,2/3 sprata,,Etažno grejanje,135000.0,,,
Beograd,Stari Grad opština,Dorćol,113.0,5 soba,2/7 spratova,,Centralno grejanje,398300.0,,,Da
Beograd,Vračar,Crveni Krst Vračar,38.0,2 sobe,1/8 spratova,,,163400.0,Ne,,Da
Beograd,Novi Beograd,A Blok - Blok 67a,222.0,4 sobe,11. sprat,,Centralno grejanje,995000.0,,,Da
Beograd,Voždovac opština,Voždovac,54.0,2 sobe,1/5 spratova,,Centralno grejanje,143000.0,,,Da
Beograd,Voždovac opština,Trošarina,71.0,2.5 soba,6/8 spratova,,Etažno grejanje,235000.0,,,
Beograd,Voždovac opština,Trošarina,73.0,2.5 soba,1/8 spratova,,Etažno grejanje,230000.0,,,
Beograd,Rakovica opština,Rakovica,46.0,2 sobe,4/4 sprata,,Etažno grejanje,67000.0,,,
Beograd,Voždovac opština,Trošarina,92.0,4 sobe,12/12 spratova,,Centralno grejanje,325000.0,,,Da
Beograd,Voždovac opština,Voždovac,83.0,3 sobe,3/12 spratova,,Centralno grejanje,298000.0,,,Da
Beograd,Voždovac opština,Vojvode Vlahovića Voždovac,51.0,2.5 soba,2/3 sprata,,Etažno grejanje,210000.0,,,
Beograd,Novi Beograd,Blok 65 - WEST 65,132.0,3 sobe,6/6 spratova,,Centralno grejanje,423000.0,,,Da
Beograd,Zvezdara opština,Cvetkova Pijaca,53.0,2.5 soba,Prizemlje/4 sprata,,Etažno grejanje,176000.0,Da,,
Beograd,Zvezdara opština,Cvetkova Pijaca,84.0,3.5 soba,Prizemlje/4 sprata,,Centralno grejanje,275000.0,Da,,
Beograd,Zvezdara opština,Cvetkova Pijaca,70.0,3.5 soba,1/4 sprata,,Etažno grejanje,200314.0,Da,,Da
Beograd,Zvezdara opština,Cvetkova Pijaca,90.0,3.5 soba,3/4 sprata,,Centralno grejanje,253000.0,Da,,Da
Beograd,Zvezdara opština,Cvetkova Pijaca,119.0,4.5 soba,3/4 sprata,,Centralno grejanje,335500.0,Da,,Da
Beograd,Savski Venac,Dedinje,220.0,4 sobe,1/3 sprata,,,1456950.0,,,Da
Beograd,Savski Venac,Dedinje,213.0,4 sobe,1/3 sprata,,,1411872.0,,,Da
Beograd,Savski Venac,Dedinje,207.0,4 sobe,3/3 sprata,,,1372536.0,,,Da
Beograd,Rakovica opština,Kanarevo Brdo,58.0,2 sobe,1/3 sprata,,Grejanje na struju,115000.0,,,Da
Beograd,Savski Venac,Beograd na vodi,139.0,4 sobe,17/17 spratova,,Centralno grejanje,651888.0,,,Da
Beograd,Zemun opština,Zemun,54.0,2 sobe,Nisko prizemlje/2 sprata,,Etažno grejanje,53000.0,,,
Beograd,Zvezdara opština,Konjarnik,94.0,4 sobe,Visoko prizemlje/1 sprat,,Centralno grejanje,207000.0,Da,,Da
Beograd,Voždovac opština,Vojvode Vlahovića Voždovac,48.0,2 sobe,4/4 sprata,,Grejanje na gas,105000.0,,,Da
Beograd,Novi Beograd,Blok 1 - Fontana,58.0,2 sobe,9/20 spratova,Renovirano,Centralno grejanje,150000.0,,,
Beograd,Palilula opština,Karaburma,52.0,2 sobe,5/5 spratova,,Etažno grejanje,112000.0,,,Da
Beograd,Stari Grad opština,Dorćol,179.0,6 soba,Prizemlje/7 spratova,,Centralno grejanje,626500.0,,,Da
Beograd,Stari Grad opština,Dorćol,113.0,5 soba,1/7 spratova,,Centralno grejanje,398300.0,,,Da
Beograd,Stari Grad opština,Dorćol,189.0,5 soba,Prizemlje/7 spratova,,Centralno grejanje,661500.0,,,Da
Beograd,Rakovica opština,Resnik,121.0,3 sobe,2. sprat,,Centralno grejanje,157300.0,,,Da
Beograd,Zvezdara opština,Vukov Spomenik,85.0,3 sobe,2. sprat,,Centralno grejanje,255000.0,,,Da
Beograd,Savski Venac,Zeleni Venac,77.0,3 sobe,2/4 sprata,,,265000.0,Da,,
Beograd,Palilula opština,Karaburma,54.0,2.5 soba,5/7 spratova,,Centralno grejanje,162000.0,Da,,Da
Beograd,Novi Beograd,Bežanijski Blokovi,71.0,3 sobe,4/12 spratova,,Centralno grejanje,168000.0,Da,,Da
Beograd,Rakovica opština,Labudovo Brdo,64.0,3 sobe,Visoko prizemlje/7 spratova,,Centralno grejanje,125000.0,,,Da
Beograd,Palilula opština,Botanička Bašta,77.0,3 sobe,6/10 spratova,,Centralno grejanje,220000.0,Ne,,Da
Beograd,Voždovac opština,Voždovačka crkva,37.0,2 sobe,1. sprat,,Grejanje na struju,95000.0,,,
Beograd,Stari Grad opština,Dorćol,79.0,3 sobe,4/5 spratova,,Centralno grejanje,319000.0,,,
Beograd,Zvezdara opština,Mirijevo,60.0,2 sobe,1/2 sprata,,Centralno grejanje,145000.0,,,
Beograd,Zvezdara opština,Vukov Spomenik,86.0,4 sobe,5/7 spratova,,Centralno grejanje,321300.0,,,Da
Beograd,Vračar,Južni Bulevar,42.0,1.5 soba,4/5 spratova,,Etažno grejanje,139000.0,,,Da
Beograd,Vračar,Južni Bulevar,62.0,2.5 soba,1/5 spratova,,Etažno grejanje,205000.0,,,
Beograd,Novi Beograd,Staro Sajmište,47.0,2 sobe,Prizemlje,,,105000.0,,,Da
Beograd,Voždovac opština,Voždovac,30.0,1 soba,1/5 spratova,,Centralno grejanje,114000.0,,,
Beograd,Rakovica opština,Kanarevo Brdo,59.0,2 sobe,Visoko prizemlje/2 sprata,,Grejanje na struju,110000.0,,,Da
Beograd,Savski Venac,Savamala,75.0,4 sobe,4/4 sprata,,Grejanje na struju,165000.0,,,
Beograd,Voždovac opština,Trošarina,66.0,2.5 soba,3/8 spratova,,Etažno grejanje,228000.0,,,
Beograd,Voždovac opština,Trošarina,66.0,2.5 soba,4/8 spratova,,Etažno grejanje,230000.0,,,
Beograd,Stari Grad opština,Dorćol,53.0,1 soba,Suteren/3 sprata,Renovirano,Podno grejanje,189000.0,Da,,
Beograd,Palilula opština,Karaburma,42.0,2 sobe,4/4 sprata,,,88000.0,,,Da
Beograd,Čukarica opština,Čukarica,42.0,1.5 soba,2/4 sprata,Renovirano,,114000.0,,,
Beograd,Novi Beograd,Bežanijski Blokovi,82.0,3 sobe,1/7 spratova,Renovirano,,220000.0,,,
Beograd,Surčin opština,Surčin,56.0,3 sobe,2/4 sprata,,Etažno grejanje,99900.0,,,Da
Beograd,Novi Beograd,Blok 23,85.0,4 sobe,2/11 spratova,,Centralno grejanje,265000.0,Da,,Da
Beograd,Novi Beograd,Ledine,49.0,2.5 soba,3/3 sprata,,Etažno grejanje,83300.0,,,
Beograd,Zemun opština,Zemun,95.0,3.5 soba,2/6 spratova,,Centralno grejanje,228000.0,Da,,
Beograd,Zemun opština,Zemun,88.0,3 sobe,2/6 spratova,,Centralno grejanje,212000.0,Da,,
Beograd,Palilula opština,Karaburma,97.0,3 sobe,5/6 spratova,,Etažno grejanje,126000.0,,,Da
Beograd,Voždovac opština,Trošarina,90.0,3 sobe,Visoko prizemlje/3 sprata,,Centralno grejanje,225000.0,,,Da
Beograd,Rakovica opština,Vidikovac,85.0,3 sobe,1/10 spratova,,Centralno grejanje,150000.0,,,
Beograd,Novi Beograd,Ledine,40.0,2 sobe,3/3 sprata,,Etažno grejanje,70000.0,,,
Beograd,Voždovac opština,Vojvode Stepe,93.0,4 sobe,12. sprat,,Centralno grejanje,325000.0,,,Da
Beograd,Zemun opština,Batajnica,56.0,2.5 soba,Prizemlje/2 sprata,,Etažno grejanje,91840.0,,,
Beograd,Palilula opština,Krnjača,50.0,2 sobe,1/3 sprata,,,77000.0,,,
Beograd,Voždovac opština,Braće Jerković,69.0,2.5 soba,Visoko prizemlje/5 spratova,,Centralno grejanje,134000.0,Da,,
Beograd,Voždovac opština,Vojvode Stepe,53.0,2 sobe,4/5 spratova,,Centralno grejanje,170000.0,,,Da
Beograd,Zemun opština,Zemun,60.0,2.5 soba,1/2 sprata,,,118500.0,,,
Beograd,Zemun opština,Zemun,109.0,4 sobe,2/6 spratova,,Centralno grejanje,262200.0,Da,,
